Index,date,volume,rate,prediction
574,2019-08-28,17603790323,9754.42,Fear
575,2019-08-29,17045878501,9510.20,Extreme Fear
576,2019-08-30,13595263986,9598.17,Extreme Fear
577,2019-08-31,11454806419,9630.66,Extreme Fear
578,2019-09-01,11445355859,9757.97,Extreme Fear
579,2019-09-02,17248102294,10346.76,Fear
580,2019-09-03,19384917989,10623.54,Fear
581,2019-09-04,16742664769,10594.49,Fear
582,2019-09-05,14551239508,10575.53,Fear
583,2019-09-06,19536574783,10353.30,Fear
584,2019-09-07,15307366476,10517.25,Fear
585,2019-09-08,13670567493,10441.28,Fear
586,2019-09-09,17595943368,10334.97,Fear
587,2019-09-10,14906809639,10115.98,Fear
588,2019-09-11,15428063426,10178.37,Fear
589,2019-09-12,15323563925,10410.13,Fear
590,2019-09-13,14109864675,10360.55,Fear
591,2019-09-14,13468713124,10358.05,Fear
592,2019-09-15,12043433567,10347.71,Fear
593,2019-09-16,15160167779,10276.79,Fear
594,2019-09-17,15304603363,10241.27,Fear
595,2019-09-18,16169268880,10198.25,Fear
596,2019-09-19,19937691247,10266.42,Fear
597,2019-09-20,14734189639,10181.64,Fear
598,2019-09-21,13425266806,10019.72,Fear
599,2019-09-22,13199651698,10070.39,Fear
600,2019-09-23,15144925408,9729.32,Fear
601,2019-09-24,25002886689,8620.57,Fear
602,2019-09-25,21744728353,8486.99,Extreme Fear
603,2019-09-26,19258205289,8118.97,Extreme Fear
604,2019-09-27,16408941156,8251.85,Extreme Fear
605,2019-09-28,14141152736,8245.92,Fear
606,2019-09-29,13034629109,8104.19,Fear
607,2019-09-30,17115474183,8293.87,Fear
608,2019-10-01,15305343413,8343.28,Fear
609,2019-10-02,13125712443,8393.04,Fear
610,2019-10-03,13668823409,8259.99,Fear
611,2019-10-04,13139456229,8205.94,Fear
612,2019-10-05,12200497197,8151.50,Fear
613,2019-10-06,13160830305,7988.16,Fear
614,2019-10-07,18009742607,8245.62,Fear
615,2019-10-08,15592264032,8228.78,Fear
616,2019-10-09,19384942333,8595.74,Fear
617,2019-10-10,17618660671,8586.47,Fear
618,2019-10-11,19604381101,8321.76,Fear
619,2019-10-12,14532641605,8336.56,Fear
620,2019-10-13,13808286059,8321.01,Fear
621,2019-10-14,15151387859,8374.69,Fear
622,2019-10-15,15220412632,8205.37,Fear
623,2019-10-16,16071646996,8047.53,Fear
624,2019-10-17,14313052244,8103.91,Fear
625,2019-10-18,15651592610,7973.21,Fear
626,2019-10-19,13797825640,7988.56,Fear
627,2019-10-20,15504249442,8222.08,Fear
628,2019-10-21,15868748866,8243.72,Fear
629,2019-10-22,16803377857,8078.20,Fear
630,2019-10-23,21942878958,7514.67,Fear
631,2019-10-24,16268708849,7493.49,Extreme Fear
632,2019-10-25,28705065488,8660.70,Extreme Fear
633,2019-10-26,44496255609,9244.97,Neutral
634,2019-10-27,32593129501,9551.71,Neutral
635,2019-10-28,30948255332,9256.15,Neutral
636,2019-10-29,28426779937,9427.69,Neutral
637,2019-10-30,27706531577,9205.73,Neutral
638,2019-10-31,26583653947,9199.58,Neutral
639,2019-11-01,24324691031,9261.10,Neutral
640,2019-11-02,21242676385,9324.72,Neutral
641,2019-11-03,21132220847,9235.35,Greed
642,2019-11-04,26170255634,9412.61,Neutral
643,2019-11-05,26198609048,9342.53,Neutral
644,2019-11-06,23133895765,9360.88,Neutral
645,2019-11-07,22700383839,9267.56,Neutral
646,2019-11-08,24333037836,8804.88,Fear
647,2019-11-09,17578630606,8813.58,Fear
648,2019-11-10,20587919881,9055.53,Fear
649,2019-11-11,20265510765,8757.79,Fear
650,2019-11-12,20309769107,8815.66,Fear
651,2019-11-13,17545755405,8808.26,Fear
652,2019-11-14,19084739975,8708.09,Fear
653,2019-11-15,21796856471,8491.99,Fear
654,2019-11-16,16495389808,8550.76,Fear
655,2019-11-17,18668638897,8577.98,Fear
656,2019-11-18,21579470673,8309.29,Fear
657,2019-11-19,21083613816,8206.15,Fear
658,2019-11-20,20764300437,8027.27,Fear
659,2019-11-21,22514243371,7642.75,Fear
660,2019-11-22,34242315785,7296.58,Extreme Fear
661,2019-11-23,21008924418,7397.80,Extreme Fear
662,2019-11-24,30433517289,7047.92,Extreme Fear
663,2019-11-25,42685231262,7146.13,Extreme Fear
664,2019-11-26,21129505542,7218.37,Extreme Fear
665,2019-11-27,23991412764,7531.66,Extreme Fear
666,2019-11-28,19050116751,7463.11,Fear
667,2019-11-29,19709695456,7761.24,Fear
668,2019-11-30,17158194786,7569.63,Fear
669,2019-12-01,18720708479,7424.29,Extreme Fear
670,2019-12-02,17082040706,7321.99,Fear
671,2019-12-03,14797485769,7320.15,Fear
672,2019-12-04,21664240918,7252.03,Extreme Fear
673,2019-12-05,18816085231,7448.31,Extreme Fear
674,2019-12-06,18104466307,7547.00,Fear
675,2019-12-07,15453520564,7556.24,Fear
676,2019-12-08,15409908086,7564.35,Fear
677,2019-12-09,17872021272,7400.90,Fear
678,2019-12-10,18249031195,7278.12,Fear
679,2019-12-11,16350490689,7217.43,Extreme Fear
680,2019-12-12,18927080224,7243.13,Extreme Fear
681,2019-12-13,17125736940,7269.68,Extreme Fear
682,2019-12-14,17137029730,7124.67,Fear
683,2019-12-15,16881129804,7152.30,Extreme Fear
684,2019-12-16,20213265950,6932.48,Extreme Fear
685,2019-12-17,22363804217,6640.52,Extreme Fear
686,2019-12-18,31836522778,7276.80,Extreme Fear
687,2019-12-19,25904604416,7202.84,Extreme Fear
688,2019-12-20,22633815180,7218.82,Extreme Fear
689,2019-12-21,19312552168,7191.16,Extreme Fear
690,2019-12-22,23134537956,7511.59,Extreme Fear
691,2019-12-23,27831788041,7355.63,Fear
692,2019-12-24,22991622105,7322.53,Extreme Fear
693,2019-12-25,21559505149,7275.16,Extreme Fear
694,2019-12-26,22787010034,7238.97,Fear
695,2019-12-27,22777360996,7290.09,Fear
696,2019-12-28,21365673026,7317.99,Fear
697,2019-12-29,22445257702,7422.65,Fear
698,2019-12-30,22874131672,7293.00,Fear
699,2019-12-31,21167946112,7193.60,Fear
700,2020-01-01,18565664997,7200.17,Fear
701,2020-01-02,20802083465,6985.47,Fear
702,2020-01-03,28111481032,7344.88,Fear
703,2020-01-04,18444271275,7410.66,Fear
704,2020-01-05,19725074095,7411.32,Fear
705,2020-01-06,23276261598,7769.22,Fear
706,2020-01-07,28767291327,8163.69,Fear
707,2020-01-08,31672559265,8079.86,Neutral
708,2020-01-09,24045990466,7879.07,Fear
709,2020-01-10,28714583844,8166.55,Fear
710,2020-01-11,25521165085,8037.54,Neutral
711,2020-01-12,22903438381,8192.49,Fear
712,2020-01-13,22482910688,8144.19,Neutral
713,2020-01-14,44841784107,8827.76,Greed
714,2020-01-15,40102834650,8807.01,Neutral
715,2020-01-16,31313981931,8723.79,Greed
716,2020-01-17,36372139320,8929.04,Neutral
717,2020-01-18,32337772627,8942.81,Neutral
718,2020-01-19,34217320471,8706.25,Neutral
719,2020-01-20,26422375678,8657.64,Neutral
720,2020-01-21,24097418512,8745.89,Neutral
721,2020-01-22,22600204051,8680.88,Neutral
722,2020-01-23,25770680779,8406.52,Neutral
723,2020-01-24,24397913026,8445.43,Fear
724,2020-01-25,19647331549,8367.85,Fear
725,2020-01-26,22177678796,8596.83,Fear
726,2020-01-27,28647338393,8909.82,Neutral
727,2020-01-28,34398744403,9358.59,Neutral
728,2020-01-29,30682598115,9316.63,Greed
729,2020-01-30,32378792851,9508.99,Greed
730,2020-01-31,29432489719,9350.53,Greed
731,2020-02-01,25922656496,9392.88,Greed
732,2020-02-02,30835736946,9344.37,Greed
733,2020-02-03,30934096509,9293.52,Greed
734,2020-02-04,29893183716,9180.96,Greed
735,2020-02-05,35222060874,9613.42,Neutral
736,2020-02-06,37628823716,9729.80,Greed
737,2020-02-07,34522718159,9795.94,Greed
738,2020-02-08,35172043762,9865.12,Greed
739,2020-02-09,35807884663,10116.67,Greed
740,2020-02-10,39386548075,9856.61,Greed
741,2020-02-11,37648059389,10208.24,Neutral
742,2020-02-12,43444303830,10326.05,Greed
743,2020-02-13,49356071373,10214.38,Greed
744,2020-02-14,43338264162,10312.12,Greed
745,2020-02-15,43865054831,9889.42,Greed
746,2020-02-16,43374780305,9934.43,Greed
747,2020-02-17,45998298413,9690.14,Neutral
748,2020-02-18,47271023953,10142.00,Neutral
749,2020-02-19,46992019710,9633.39,Neutral
750,2020-02-20,44925260237,9608.48,Fear
751,2020-02-21,40930547513,9686.44,Fear
752,2020-02-22,35838025154,9663.18,Fear
753,2020-02-23,41185185761,9924.52,Fear
754,2020-02-24,45080496648,9650.17,Fear
755,2020-02-25,42515259129,9341.71,Fear
756,2020-02-26,50420050762,8820.52,Fear
757,2020-02-27,45470195695,8784.49,Fear
758,2020-02-28,44605450443,8672.46,Fear
759,2020-02-29,35792392544,8599.51,Fear
760,2020-03-01,35349164300,8562.45,Fear
761,2020-03-02,42857674409,8869.67,Fear
762,2020-03-03,42386715821,8787.79,Fear
763,2020-03-04,34746706368,8755.25,Fear
764,2020-03-05,39698054597,9078.76,Fear
765,2020-03-06,40826885651,9122.55,Fear
766,2020-03-07,36216930370,8909.95,Fear
767,2020-03-08,39973102121,8108.12,Fear
768,2020-03-09,46936995808,7923.64,Extreme Fear
769,2020-03-10,42213940994,7909.73,Extreme Fear
770,2020-03-11,38682762605,7911.43,Extreme Fear
771,2020-03-12,53980357243,4970.79,Extreme Fear
772,2020-03-13,74156772075,5563.71,Extreme Fear
773,2020-03-14,36154506008,5200.37,Extreme Fear
774,2020-03-15,33997889639,5392.31,Extreme Fear
775,2020-03-16,45368026430,5014.48,Extreme Fear
776,2020-03-17,38622642935,5225.63,Extreme Fear
777,2020-03-18,37878801016,5238.44,Extreme Fear
778,2020-03-19,51000731797,6191.19,Extreme Fear
779,2020-03-20,54442976103,6198.78,Extreme Fear
780,2020-03-21,42494390880,6185.07,Extreme Fear
781,2020-03-22,40099664740,5830.25,Extreme Fear
782,2020-03-23,46491916000,6416.31,Extreme Fear
783,2020-03-24,48221910672,6734.80,Extreme Fear
784,2020-03-25,44590107888,6681.06,Extreme Fear
785,2020-03-26,35319797642,6716.44,Extreme Fear
786,2020-03-27,34585598367,6469.80,Extreme Fear
787,2020-03-28,34885225901,6242.19,Extreme Fear
788,2020-03-29,28373690931,5922.04,Extreme Fear
789,2020-03-30,37101651525,6429.84,Extreme Fear
790,2020-03-31,32786468812,6438.64,Extreme Fear
791,2020-04-01,40346426266,6606.78,Extreme Fear
792,2020-04-02,47660646124,6793.62,Extreme Fear
793,2020-04-03,38976504903,6733.39,Extreme Fear
794,2020-04-04,33185988584,6867.53,Extreme Fear
795,2020-04-05,29510409856,6791.13,Extreme Fear
796,2020-04-06,46896904615,7271.78,Extreme Fear
797,2020-04-07,44243482668,7176.41,Extreme Fear
798,2020-04-08,37563249549,7334.10,Extreme Fear
799,2020-04-09,34815139178,7302.09,Extreme Fear
800,2020-04-10,43622840992,6865.49,Extreme Fear
801,2020-04-11,31222085946,6859.08,Extreme Fear
802,2020-04-12,35759567632,6971.09,Extreme Fear
803,2020-04-13,38619308647,6845.04,Extreme Fear
804,2020-04-14,34110434052,6842.43,Extreme Fear
805,2020-04-15,32288311031,6642.11,Extreme Fear
806,2020-04-16,46783242377,7116.80,Extreme Fear
807,2020-04-17,32513423567,7096.18,Extreme Fear
808,2020-04-18,32447188386,7257.67,Extreme Fear
809,2020-04-19,31311210215,7189.42,Extreme Fear
810,2020-04-20,37747113936,6881.96,Extreme Fear
811,2020-04-21,32589741511,6880.32,Extreme Fear
812,2020-04-22,33249153866,7117.21,Extreme Fear
813,2020-04-23,43500782316,7429.72,Extreme Fear
814,2020-04-24,34636526286,7550.90,Extreme Fear
815,2020-04-25,32941541447,7569.94,Extreme Fear
816,2020-04-26,33070154491,7679.87,Extreme Fear
817,2020-04-27,36162144725,7795.60,Fear
818,2020-04-28,33187959921,7807.06,Fear
819,2020-04-29,60201052203,8801.04,Fear
820,2020-04-30,66964629541,8658.55,Fear
821,2020-05-01,44068389997,8864.77,Fear
822,2020-05-02,40134388683,8988.60,Fear
823,2020-05-03,47101785174,8897.47,Fear
824,2020-05-04,45718796276,8912.65,Fear
825,2020-05-05,43148462663,9003.07,Fear
826,2020-05-06,49371886931,9268.76,Fear
827,2020-05-07,61112700562,9951.52,Neutral
828,2020-05-08,51780748042,9842.67,Greed
829,2020-05-09,46566121841,9593.90,Greed
830,2020-05-10,63325279337,8756.43,Neutral
831,2020-05-11,57119858802,8601.80,Fear
832,2020-05-12,42142717533,8804.48,Fear
833,2020-05-13,45558144023,9269.99,Fear
834,2020-05-14,56426907637,9733.72,Fear
835,2020-05-15,48158802327,9328.20,Fear
836,2020-05-16,36164766408,9377.01,Fear
837,2020-05-17,40084250663,9670.74,Fear
838,2020-05-18,41827139896,9726.58,Neutral
839,2020-05-19,39254288955,9729.04,Neutral
840,2020-05-20,36546239703,9522.98,Neutral
841,2020-05-21,39326160532,9081.76,Neutral
842,2020-05-22,29810773699,9182.58,Fear
843,2020-05-23,27727866812,9209.29,Fear
844,2020-05-24,32518803300,8790.37,Fear
845,2020-05-25,31288157264,8906.93,Fear
846,2020-05-26,29584186947,8835.05,Fear
847,2020-05-27,32740536902,9181.02,Fear
848,2020-05-28,34367073114,9525.75,Fear
849,2020-05-29,32896642044,9439.12,Neutral
850,2020-05-30,32722975141,9700.41,Neutral
851,2020-05-31,27773290299,9461.06,Neutral
852,2020-06-01,35198901068,10167.27,Neutral
853,2020-06-02,39137252109,9529.80,Greed
854,2020-06-03,25007459262,9656.72,Neutral
855,2020-06-04,25921805072,9800.64,Neutral
856,2020-06-05,23509628646,9665.53,Neutral
857,2020-06-06,20438419222,9653.68,Neutral
858,2020-06-07,25015250846,9758.85,Neutral
859,2020-06-08,21486346312,9771.49,Neutral
860,2020-06-09,23717842783,9795.70,Neutral
861,2020-06-10,25706567601,9870.09,Neutral
862,2020-06-11,30247143440,9321.78,Neutral
863,2020-06-12,22610564515,9480.84,Fear
864,2020-06-13,17564322315,9475.28,Fear
865,2020-06-14,18991732746,9386.79,Fear
866,2020-06-15,26699704768,9450.70,Fear
867,2020-06-16,21565537209,9538.02,Fear
868,2020-06-17,20177709879,9480.25,Fear
869,2020-06-18,17770083003,9411.84,Fear
870,2020-06-19,19632223107,9288.02,Fear
871,2020-06-20,17130541557,9332.34,Fear
872,2020-06-21,15324301169,9303.63,Fear
873,2020-06-22,21104009514,9648.72,Fear
874,2020-06-23,17006433272,9629.66,Fear
875,2020-06-24,18961716076,9313.61,Neutral
876,2020-06-25,18616048626,9264.81,Fear
877,2020-06-26,18341465837,9162.92,Fear
878,2020-06-27,17273093144,9045.39,Fear
879,2020-06-28,14560870760,9143.58,Fear
880,2020-06-29,16460547078,9190.85,Fear
881,2020-06-30,15735797744,9137.99,Fear
882,2020-07-01,15971550355,9228.33,Fear
883,2020-07-02,16338916796,9123.41,Fear
884,2020-07-03,13078970999,9087.30,Fear
885,2020-07-04,12290528515,9132.49,Fear
886,2020-07-05,12903406143,9073.94,Fear
887,2020-07-06,17889263252,9375.47,Fear
888,2020-07-07,13839652595,9252.28,Fear
889,2020-07-08,19702359883,9428.33,Fear
890,2020-07-09,18000702524,9277.97,Fear
891,2020-07-10,16860035605,9278.81,Fear
892,2020-07-11,13249910444,9240.35,Fear
893,2020-07-12,14452361907,9276.50,Fear
894,2020-07-13,17519821266,9243.61,Fear
895,2020-07-14,18085038362,9243.21,Fear
896,2020-07-15,15844731575,9192.84,Fear
897,2020-07-16,15713967523,9132.23,Fear
898,2020-07-17,13944570749,9151.39,Fear
899,2020-07-18,12252601475,9159.04,Fear
900,2020-07-19,12939002784,9185.82,Fear
901,2020-07-20,13755604146,9164.23,Fear
902,2020-07-21,18069581956,9374.89,Fear
903,2020-07-22,16532254884,9525.36,Neutral
904,2020-07-23,18146399002,9581.07,Greed
905,2020-07-24,16552768325,9536.89,Neutral
906,2020-07-25,16610070933,9677.11,Greed
907,2020-07-26,20507998997,9905.17,Greed
908,2020-07-27,35359749590,10990.87,Greed
909,2020-07-28,28766551142,10912.82,Extreme Greed
910,2020-07-29,24617249715,11100.47,Greed
911,2020-07-30,22857247901,11111.21,Extreme Greed
912,2020-07-31,23160469766,11323.47,Greed
913,2020-08-01,26075670303,11759.59,Greed
914,2020-08-02,27410067336,11053.61,Extreme Greed
915,2020-08-03,20271713443,11246.35,Greed
916,2020-08-04,21250197042,11205.89,Greed
917,2020-08-05,24411254471,11747.02,Greed
918,2020-08-06,23400740340,11779.77,Extreme Greed
919,2020-08-07,23132312867,11601.47,Extreme Greed
920,2020-08-08,17572057837,11754.05,Extreme Greed
921,2020-08-09,17489608833,11675.74,Extreme Greed
922,2020-08-10,26114112569,11878.11,Extreme Greed
923,2020-08-11,27039782640,11410.53,Extreme Greed
924,2020-08-12,25064548486,11584.93,Greed
925,2020-08-13,27522199497,11784.14,Greed
926,2020-08-14,24237958589,11768.87,Extreme Greed
927,2020-08-15,23354924400,11865.70,Extreme Greed
928,2020-08-16,20583375490,11892.80,Extreme Greed
929,2020-08-17,28227687027,12254.40,Extreme Greed
930,2020-08-18,26043227672,11991.23,Extreme Greed
931,2020-08-19,24502851117,11758.28,Extreme Greed
932,2020-08-20,20175242945,11878.37,Greed
933,2020-08-21,23762425999,11592.49,Extreme Greed
934,2020-08-22,20224191306,11681.83,Extreme Greed
935,2020-08-23,18482062658,11664.85,Extreme Greed
936,2020-08-24,20681511755,11774.60,Extreme Greed
937,2020-08-25,26301509932,11366.13,Greed
938,2020-08-26,22466660958,11488.36,Extreme Greed
939,2020-08-27,23240415076,11323.40,Greed
940,2020-08-28,19807127588,11542.50,Greed
941,2020-08-29,17485597759,11506.87,Extreme Greed
942,2020-08-30,19760127945,11711.51,Greed
943,2020-08-31,22285928250,11680.82,Greed
944,2020-09-01,27311555343,11970.48,Greed
945,2020-09-02,28037405299,11414.03,Extreme Greed
946,2020-09-03,31927261555,10245.30,Extreme Greed
947,2020-09-04,29965130374,10511.81,Fear
948,2020-09-05,44916565292,10169.57,Fear
949,2020-09-06,37071460174,10280.35,Fear
950,2020-09-07,33703098409,10369.56,Fear
951,2020-09-08,33430927462,10131.52,Fear
952,2020-09-09,24128292755,10242.35,Fear
953,2020-09-10,54406443211,10363.14,Fear
954,2020-09-11,45201121775,10400.92,Fear
955,2020-09-12,36750077324,10442.17,Fear
956,2020-09-13,36506852789,10323.76,Fear
957,2020-09-14,35453581940,10680.84,Fear
958,2020-09-15,32509451925,10796.95,Neutral
959,2020-09-16,30769986455,10974.91,Fear
960,2020-09-17,38151810523,10948.99,Neutral
961,2020-09-18,26341903912,10944.59,Neutral
962,2020-09-19,22764204008,11094.35,Neutral
963,2020-09-20,24699523788,10938.27,Neutral
964,2020-09-21,28884999244,10462.26,Neutral
965,2020-09-22,23621787804,10538.46,Fear
966,2020-09-23,23788661867,10246.19,Fear
967,2020-09-24,47144380902,10760.07,Fear
968,2020-09-25,39348590957,10692.72,Fear
969,2020-09-26,46852525493,10750.72,Fear
970,2020-09-27,53745972818,10775.27,Neutral
971,2020-09-28,47762394731,10709.65,Fear
972,2020-09-29,46582396602,10844.64,Fear
973,2020-09-30,44171073700,10784.49,Neutral
974,2020-10-01,40023134100,10619.45,Fear
975,2020-10-02,48661453918,10575.97,Fear
976,2020-10-03,44660271563,10549.33,Fear
977,2020-10-04,71251776995,10669.58,Fear
978,2020-10-05,47537578009,10793.34,Fear
979,2020-10-06,42623695307,10604.41,Neutral
980,2020-10-07,37799458436,10668.97,Fear
981,2020-10-08,63314794397,10915.69,Fear
982,2020-10-09,22799117613,11064.46,Neutral
983,2020-10-10,22877978588,11296.36,Neutral
984,2020-10-11,19968627060,11384.18,Greed
985,2020-10-12,26163972642,11555.36,Neutral
986,2020-10-13,24241420251,11425.90,Greed
987,2020-10-14,24103426719,11429.51,Neutral
988,2020-10-15,24487233058,11495.35,Greed
989,2020-10-16,25635480772,11322.12,Neutral
990,2020-10-17,19130430174,11358.10,Greed
991,2020-10-18,18283314340,11483.36,Greed
992,2020-10-19,23860769928,11742.04,Greed
993,2020-10-20,30915821592,11916.33,Greed
994,2020-10-21,43414712626,12823.69,Greed
995,2020-10-22,34729759598,12965.89,Greed
996,2020-10-23,28974975003,12931.54,Greed
997,2020-10-24,24542317940,13108.06,Greed
998,2020-10-25,24406920575,13031.17,Extreme Greed
999,2020-10-26,29461458313,13075.25,Greed
1000,2020-10-27,33749878156,13654.22,Greed
1001,2020-10-28,35867318895,13271.29,Greed
1002,2020-10-29,56499499598,13437.88,Greed
1003,2020-10-30,30581485201,13546.52,Greed
1004,2020-10-31,30306464719,13781.00,Greed
1005,2020-11-01,24453857900,13737.11,Greed
1006,2020-11-02,30771455468,13550.49,Greed
1007,2020-11-03,29869951617,13950.30,Greed
1008,2020-11-04,35116364962,14133.71,Greed
1009,2020-11-05,40856321439,15579.85,Greed
1010,2020-11-06,39837841971,15565.88,Extreme Greed
1011,2020-11-07,35024953706,14833.75,Extreme Greed
1012,2020-11-08,26632075029,15479.57,Extreme Greed
1013,2020-11-09,34149115566,15332.32,Extreme Greed
1014,2020-11-10,25574938143,15290.90,Extreme Greed
1015,2020-11-11,29772374934,15701.34,Extreme Greed
1016,2020-11-12,34175758344,16276.34,Extreme Greed
1017,2020-11-13,31599492172,16317.81,Extreme Greed
1018,2020-11-14,27481710135,16068.14,Extreme Greed
1019,2020-11-15,23653867583,15955.59,Extreme Greed
1020,2020-11-16,31526766675,16716.11,Extreme Greed
1021,2020-11-17,39006849170,17645.41,Extreme Greed
1022,2020-11-18,49064800278,17804.01,Extreme Greed
1023,2020-11-19,36985055355,17817.09,Extreme Greed
1024,2020-11-20,36992873940,18621.31,Extreme Greed
1025,2020-11-21,39650210707,18642.23,Extreme Greed
1026,2020-11-22,41280434226,18370.00,Extreme Greed
1027,2020-11-23,42741112308,18364.12,Extreme Greed
1028,2020-11-24,51469565009,19107.46,Extreme Greed
1029,2020-11-25,43710357371,18732.12,Extreme Greed
1030,2020-11-26,61396835737,17150.62,Extreme Greed
1031,2020-11-27,38886494645,17108.40,Extreme Greed
1032,2020-11-28,32601040734,17717.41,Extreme Greed
1033,2020-11-29,31133957704,18177.48,Extreme Greed
1034,2020-11-30,47728480399,19625.84,Extreme Greed
1035,2020-12-01,49633658712,18803.00,Extreme Greed
1036,2020-12-02,37387697139,19201.09,Extreme Greed
1037,2020-12-03,31930317405,19445.40,Extreme Greed
1038,2020-12-04,33872388058,18699.77,Extreme Greed
1039,2020-12-05,27242455064,19154.23,Extreme Greed
1040,2020-12-06,25293775714,19345.12,Extreme Greed
1041,2020-12-07,26896357742,19191.63,Extreme Greed
1042,2020-12-08,31692288756,18321.14,Extreme Greed
1043,2020-12-09,34420373071,18553.92,Extreme Greed
1044,2020-12-10,25547132265,18264.99,Extreme Greed
1045,2020-12-11,27919640985,18058.90,Extreme Greed
1046,2020-12-12,21752580802,18803.66,Extreme Greed
1047,2020-12-13,25450468637,19142.38,Extreme Greed
1048,2020-12-14,22473997681,19246.64,Extreme Greed
1049,2020-12-15,26741982541,19417.08,Extreme Greed
1050,2020-12-16,44409011479,21310.60,Extreme Greed
1051,2020-12-17,71378606374,22805.16,Extreme Greed
1052,2020-12-18,40387896275,23137.96,Extreme Greed
1053,2020-12-19,38487546580,23869.83,Extreme Greed
1054,2020-12-20,37844228422,23477.29,Extreme Greed
1055,2020-12-21,45852713981,22803.08,Extreme Greed
1056,2020-12-22,44171632681,23783.03,Extreme Greed
1057,2020-12-23,51146161904,23241.35,Extreme Greed
1058,2020-12-24,41080759713,23735.95,Extreme Greed
1059,2020-12-25,42068395846,24664.79,Extreme Greed
1060,2020-12-26,48332647295,26437.04,Extreme Greed
1061,2020-12-27,66479895605,26272.29,Extreme Greed
1062,2020-12-28,49056742893,27084.81,Extreme Greed
1063,2020-12-29,45265946774,27362.44,Extreme Greed
1064,2020-12-30,51287442704,28840.95,Extreme Greed
1065,2020-12-31,46754964848,29001.72,Extreme Greed
1066,2021-01-01,40730301359,29374.15,Extreme Greed
1067,2021-01-02,67865420765,32127.27,Extreme Greed
1068,2021-01-03,78665235202,32782.02,Extreme Greed
1069,2021-01-04,81163475344,31971.91,Extreme Greed
1070,2021-01-05,67547324782,33992.43,Extreme Greed
1071,2021-01-06,75289433811,36824.36,Extreme Greed
1072,2021-01-07,84762141031,39371.04,Extreme Greed
1073,2021-01-08,88107519480,40797.61,Extreme Greed
1074,2021-01-09,61984162837,40254.55,Extreme Greed
1075,2021-01-10,79980747690,38356.44,Extreme Greed
1076,2021-01-11,123320567399,35566.66,Extreme Greed
1077,2021-01-12,74773277909,33922.96,Extreme Greed
1078,2021-01-13,69364315979,37316.36,Extreme Greed
1079,2021-01-14,63615990033,39187.33,Extreme Greed
1080,2021-01-15,67760757881,36825.37,Extreme Greed
1081,2021-01-16,57706187875,36178.14,Extreme Greed
1082,2021-01-17,52359854336,35791.28,Extreme Greed
1083,2021-01-18,49511702429,36630.07,Extreme Greed
1084,2021-01-19,57244195486,36069.80,Extreme Greed
1085,2021-01-20,66834573161,35547.75,Extreme Greed
1086,2021-01-21,75643067688,30825.70,Greed
1087,2021-01-22,77207272511,33005.76,Fear
1088,2021-01-23,48354737975,32067.64,Greed
1089,2021-01-24,48643830599,32289.38,Greed
1090,2021-01-25,59897054838,32366.39,Greed
1091,2021-01-26,60255421470,32569.85,Greed
1092,2021-01-27,62576762015,30432.55,Extreme Greed
1093,2021-01-28,76517157706,33466.10,Greed
1094,2021-01-29,117894572511,34316.39,Extreme Greed
1095,2021-01-30,65141828798,34269.52,Extreme Greed
1096,2021-01-31,52754542671,33114.36,Extreme Greed
1097,2021-02-01,61400400660,33537.18,Extreme Greed
1098,2021-02-02,63088585433,35510.29,Extreme Greed
1099,2021-02-03,61166818159,37472.09,Extreme Greed
1100,2021-02-04,68838074392,36926.07,Extreme Greed
1101,2021-02-05,58598066402,38144.31,Extreme Greed
1102,2021-02-06,71326033653,39266.01,Extreme Greed
1103,2021-02-07,65500641143,38903.44,Extreme Greed
1104,2021-02-08,101467222687,46196.46,Extreme Greed
1105,2021-02-09,91809846886,46481.11,Extreme Greed
1106,2021-02-10,87301089896,44918.18,Extreme Greed
1107,2021-02-11,81388911810,47909.33,Extreme Greed
1108,2021-02-12,76555041196,47504.85,Extreme Greed
1109,2021-02-13,70250456155,47105.52,Extreme Greed
1110,2021-02-14,71248675228,48717.29,Extreme Greed
1111,2021-02-15,77069903166,47945.06,Extreme Greed
1112,2021-02-16,77049582886,49199.87,Extreme Greed
1113,2021-02-17,80820545404,52149.01,Extreme Greed
1114,2021-02-18,52054723579,51679.80,Extreme Greed
1115,2021-02-19,63495496918,55888.13,Extreme Greed
1116,2021-02-20,68145460026,56099.52,Extreme Greed
1117,2021-02-21,51897585191,57539.95,Extreme Greed
1118,2021-02-22,92052420332,54207.32,Extreme Greed
1119,2021-02-23,106102492824,48824.43,Extreme Greed
1120,2021-02-24,63695521388,49705.33,Extreme Greed
1121,2021-02-25,54506565949,47093.85,Extreme Greed
1122,2021-02-26,350967941479,46339.76,Greed
1123,2021-02-27,45910946382,46188.45,Greed
1124,2021-02-28,53443887451,45137.77,Greed
1125,2021-03-01,53891300112,49631.24,Fear
1126,2021-03-02,47530897720,48378.99,Extreme Greed
1127,2021-03-03,53220811975,50538.24,Extreme Greed
1128,2021-03-04,52343816680,48561.17,Extreme Greed
1129,2021-03-05,48625928883,48927.30,Extreme Greed
1130,2021-03-06,34363564661,48912.38,Extreme Greed
1131,2021-03-07,43137459378,51206.69,Extreme Greed
1132,2021-03-08,48597428048,52246.52,Extreme Greed
1133,2021-03-09,50912227385,54824.12,Extreme Greed
1134,2021-03-10,57295577614,56008.55,Greed
